order_id,orderrad_id,orderdatum,önskat_leveransdatum,faktiskt_leveransdatum,produkt_id,produktnamn,kategori,säsong,antal,pris,vikt_gram,leveranszon,kund_id,recension_text,recensionsdatum,betyg
GG-2024-00802,GG-2024-00802-1,2024-08-27,,2024-09-03,FRO-BLO-001,Sommarblommor mix,Frön,,1,69.0,20,Zon 4,KUND-10429,Kommer definitivt beställa igen nästa säsong.,2024-09-13,4
GG-2024-00802,GG-2024-00802-2,2024-08-27,2024-09-03,03/09/2024,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,2,149.0,400,Zon 4,KUND-10429,,,
GG-2024-00802,GG-2024-00802-3,2024-08-27,2024-09-03,2024-09-03,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,4,69.0,400,Zon 4,KUND-10429,,,
GG-2024-00802,GG-2024-00802-4,2024-08-27,2024-09-03,2024-09-03,PLT-BLO-002,Petunia mix,Färdiga plantor,Vår,1,59.0,250,,KUND-10429,,,
GG-2024-00803,GG-2024-00803-1,2024-08-07,2024-08-16,2024-08-19,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,3,45.0,10,,KUND-13308,,,
GG-2024-00804,GG-2024-00804-1,2024-08-27,2024-08-30,2024-09-02,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,1,55.0,5,Zon 1,KUND-13194,,,
GG-2024-00804,GG-2024-00804-2,2024-08-27,2024-08-30,2024-09-02,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,1,45.0,10,Zon 1,KUND-13194,"Helt okej, men hittade billigare i lokal butik.",2024-09-25,3
GG-2024-00804,GG-2024-00804-3,2024-08-27,2024-08-30,2024-09-02,PLT-INO-001,Monstera deliciosa,Inomhusväxter,Alla,2,299.0,2000,Zon 1,KUND-13194,"Sådär, några plantor klarade sig.",2024-09-05,3
GG-2024-00804,GG-2024-00804-4,2024-08-27,2024-08-30,2024-09-02,FRO-SAL-001,Sallads frön,Frön,Vår,3,39.0,8,Zon 1,KUND-13194,"Plantorna var i perfekt skick, rekommenderas varmt.",2024-10-01,5
GG-2024-00805,GG-2024-00805-1,2024-08-02,2024-08-06,2024-08-08,PLT-BLO-002,Petunia mix,Färdiga plantor,Vår,1,59.0,250,Zon 3,KUND-13239,"Tog evigheter att få paketet, allt var dött.",2024-08-21,2
GG-2024-00805,GG-2024-00805-2,2024-08-02,2024-08-06,2024-08-08,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,1,59.0,15,Zon 3,KUND-13239,,,
GG-2024-00806,GG-2024-00806-1,2024-08-18,2024-08-21,2024-08-23,PLT-INO-001,Monstera deliciosa,Inomhusväxter,Alla,3,299.0,2000,Zon 1,KUND-12333,,,
GG-2024-00806,GG-2024-00806-2,2024-08-18,2024-08-21,2024-08-23,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,4,89.0,12500,Zon 1,KUND-12333,,,
GG-2024-00806,GG-2024-00806-3,2024-08-18,2024-08-21,2024-08-23,FRO-TOM-001,Tomatfrön 'Tiny Tim',Frön,Tidig vår,3,49.0,5,Zon 1,KUND-12333,Förpackningen var helt krossad vid leverans.,2024-09-02,2
GG-2024-00806,GG-2024-00806-4,2024-08-18,21 augusti 2024,2024-08-23,JOR-PLA-002,planteringsjord 25l,Jord & näring,Vår,1,89.0,12500,Zon 1,KUND-12333,Inget grodde trots att jag följde instruktionerna.,2024-09-14,1
GG-2024-00807,GG-2024-00807-1,2024-08-25,2024-09-03,2024-09-05,JOR-NAR-001,Flytande näring 1L,Jord & näring,Alla,1,99.0,1100,Zon 5,KUND-14125,,,
GG-2024-00807,GG-2024-00807-2,2024-08-25,2024-09-03,2024-09-05,VER-VAN-001,Vattenkanna 10L,Verktyg & tillbehör,Alla,4,179.0,600,Zon 5,KUND-14125,"Fröerna hade utgånget datum, grodde inte alls.",2024-09-20,2
GG-2024-00807,GG-2024-00807-3,2024-08-25,,2024-09-05,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,1,0,400,Zon 5,KUND-14125,"Det gick an, inte mer inte mindre.",2024-09-13,3
GG-2024-00808,GG-2024-00808-1,2024-08-01,2024-08-06,2024-08-06,VER-VAN-001,Vattenkanna 10L,Verktyg & tillbehör,Alla,2,179.0,600,,KUND-13595,"Besvikelse, basilikan dog inom en vecka.",2024-08-19,1
GG-2024-00809,GG-2024-00809-1,2024-08-20,2024-08-25,2024-08-25,JOR-NAR-001,Flytande näring 1L,Jord & näring,Alla,4,0,1100,Z3,KUND-10143,Överraskad över hur snabbt leveransen kom!,2024-09-09,4
GG-2024-00809,GG-2024-00809-2,2024-08-20,2024-08-25,2024-08-25,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,1,45.0,10,Zon 3,KUND-10143,,,
GG-2024-00809,GG-2024-00809-3,2024-08-20,2024-08-25,2024-08-25,PLT-INO-001,Monstera deliciosa,Inomhusväxter,Alla,1,299.0,2000,Zon 3,KUND-10143,"Jorden var full av små insekter, äckligt.",2024-09-14,2
GG-2024-00810,GG-2024-00810-1,2024-08-13,2024-08-17,2024-08-17,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,5,149.0,400,Zon 2,KUND-11532,,,
GG-2024-00810,GG-2024-00810-2,2024-08-13,2024-08-17,2024-08-17,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,1,45.0,10,Zon 2,KUND-11532,"Älskar min nya fredskalla, den trivs jättebra.",2024-08-29,4
GG-2024-00810,GG-2024-00810-3,2024-08-13,2024-08-17,17 augusti 2024,JOR-NAR-001,Flytande näring 1L,Jord & näring,Alla,1,99.0,1100,Zon 2,KUND-11532,,,
GG-2024-00811,GG-2024-00811-1,2024-08-24,2024-08-26,2024-08-31,FRO-SAL-001,Sallatfrön mix,Frön,Vår,3,39.0,8,Zon 1,KUND-13015,,,
GG-2024-00811,GG-2024-00811-2,2024-08-24,2024-08-26,2024-08-31,FRO-BLO-001,Sommar blommor mix,Frön,Vår,1,69.0,20,Zon 1,KUND-13015,Skadad kruka och ingen kompensation erbjöds.,2024-09-15,2
GG-2024-00811,GG-2024-00811-3,2024-08-24,,2024-08-31,PLT-INO-001,Monstera deliciosa,Inomhusväxter,Alla,1,299.0,2000,Zon 1,KUND-13015,,,
GG-2024-00812,GG-2024-00812-1,2024-08-15,2024-08-19,2024-08-25,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,"""1""",89.0,12500,Zon 2,KUND-13182,,,
GG-2024-00813,GG-2024-00813-1,2024-08-15,2024-08-19,2024-08-19,VER-VAN-001,Vattenkanna 10L,Verktyg & tillbehör,Alla,1,179.0,600,,KUND-12977,"Mycket nöjd, allt kom fram i bra skick.",2024-09-17,5
GG-2024-00813,GG-2024-00813-2,2024-08-15,,2024-08-19,JOR-NAR-001,Flytande näring 1L,Jord & näring,Alla,1,99.0,1100,Zon 2,KUND-12977,"Fungerade någorlunda, inte imponerad.",2024-08-28,3
GG-2024-00813,GG-2024-00813-3,2024-08-15,2024-08-19,2024-08-19,FRO-TOM-001,Tomatfrön 'Tiny Tim',Frön,Tidig vår,2,49.0,5,Zon 2,KUND-12977,Bästa fröerna jag testat. Hög grobarhet.,2024-09-03,5
GG-2024-00814,GG-2024-00814-1,2024-08-23,2024-08-25,2024-08-25,FRO-SAL-001,sallatsfrön,Frön,Vår,2,39.0,8,Zon 1,KUND-10195,"Mycket nöjd, allt kom fram i bra skick.",2024-09-22,4
GG-2024-00814,GG-2024-00814-2,2024-08-23,,2024-08-25,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,1,59.0,15,Zon 1,KUND-10195,"Tomaterna växer som aldrig förr, tack!",2024-09-04,4
GG-2024-00815,GG-2024-00815-1,2024-08-20,2024-08-23,2024-08-23,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,,1,0,15,Zon 2,KUND-11722,,,
GG-2024-00815,GG-2024-00815-2,2024-08-20,2024-08-23,2024-08-23,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,1,69.0,-400,zon 2,KUND-11722,"Beställde vårblommor, de kom i juni - för sent.",2024-09-22,2
GG-2024-00816,GG-2024-00816-1,2024-08-10,16 augusti 2024,2024-08-16,FRO-BLO-001,Sommarblommor mix,Frön,Vår,1,69.0,20,Zon 4,KUND-11744,Perfekt för balkongen. Pelargonerna blommar redan.,2024-08-22,4
GG-2024-00816,GG-2024-00816-2,2024-08-10,2024-08-16,2024-08-16,KRU-PLA-001,Plastlåda 60cm,Krukor & kärl,Alla,2,149.0,400,Zon 4,KUND-11744,"Mycket nöjd, allt kom fram i bra skick.",2024-08-22,5
GG-2024-00817,GG-2024-00817-1,2024-08-21,2024-08-24,2024-08-24,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,4,45.0,10,Zon 2,KUND-14218,"Bra pris och snabb leverans, 5 stjärnor!",2024-09-18,5
GG-2024-00817,GG-2024-00817-2,2024-08-21,2024-08-24,2024-08-24,PLT-INO-002,Fredskalla,Inomhusväxter,Alla,1,149.0,800,Zon 2,KUND-14218,,,
GG-2024-00817,GG-2024-00817-3,2024-08-21,2024-08-24,2024-08-24,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,1,69.0,400,Zon 2,KUND-14218,"Grym kvalitet på spaden, känns robust.",2024-08-27,5
GG-2024-00817,GG-2024-00817-4,2024-08-21,2024-08-24,2024-08-24,PLT-INO-001,Monstera deliciosa,Inomhusväxter,Alla,1,299.0,2000,Zon 2,KUND-14218,Snabb leverans och bra kvalitet på jorden.,2024-09-06,5
GG-2024-00817,GG-2024-00817-5,2024-08-21,2024-08-24,2024-08-24,PLT-INO-002,Fredskalla,Inomhusväxter,Alla,1,149.0,800,Zon 2,KUND-14218,"Sådär, några plantor klarade sig.",2024-09-15,3
GG-2024-00818,GG-2024-00818-1,2024-08-26,2024-09-04,2024-09-04,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,4,59.0,15,Zon 5,KUND-10909,Alla frön grodde! Ser fram emot skörden.,2024-09-26,5
GG-2024-00819,GG-2024-00819-1,2024-08-14,2024-08-23,2024-08-23,VER-VAN-001,Vattenkanna 10L,Verktyg & tillbehör,Alla,5,179.0,-600,Zon 5,KUND-14835,,,
GG-2024-00819,GG-2024-00819-2,2024-08-14,,2024-08-23,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,1,69.0,400,,KUND-14835,"Bra pris och snabb leverans, 5 stjärnor!",2024-09-02,5
GG-2024-00820,GG-2024-00820-1,2024-08-02,2024-08-05,2024-08-05,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,2,149.0,400,,KUND-12764,,,
GG-2024-00820,GG-2024-00820-2,2024-08-02,2024-08-05,2024-08-05,JOR-NAR-001,Flytande näring 1L,Jord & näring,Alla,3,99.0,1100,Zon 1,KUND-12764,"Älskar min nya fredskalla, den trivs jättebra.",2024-08-30,5
GG-2024-00820,GG-2024-00820-3,2024-08-02,2024-08-05,2024-08-05,FRO-TOM-002,Tomatfrön 'Biff',Frön,Förodling,1,55.0,5,Zon 1,KUND-12764,"Mycket nöjd, allt kom fram i bra skick.",2024-09-02,5
GG-2024-00820,GG-2024-00820-4,2024-08-02,2024-08-05,2024-08-05,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,1,55.0,5,Storstadsområden,KUND-12764,,,
GG-2024-00820,GG-2024-00820-5,2024-08-02,2024-08-05,2024-08-05,PLT-INO-001,Monstera deliciosa,Inomhusväxter,Alla,1,"299,00",2000,Z1,KUND-12764,Kommer definitivt beställa igen nästa säsong.,2024-08-19,5
GG-2024-00821,GG-2024-00821-1,2024-08-03,10 augusti 2024,2024-08-10,KRU-PLA-001,Balkong låda 60,Krukor & kärl,Alla,3,149.0,400,Zon 5,KUND-12184,"Leveransen tog 2 veckor, allt var vissnat.",2024-08-15,1
GG-2024-00821,GG-2024-00821-2,2024-08-03,2024-08-10,2024-08-10,PLT-BLO-002,PETUNIA MIX,Färdiga plantor,Vår,1,59.0,250,5,KUND-12184,,,
GG-2024-00821,GG-2024-00821-3,2024-08-03,2024-08-10,2024-08-10,JOR-NAR-001,Flytande näring 1L,Jord & näring,Alla,3,99.0,1100,Zon 5,KUND-12184,"Jorden luktar fräscht och bra, plantorna älskar den.",2024-08-13,5
GG-2024-00821,GG-2024-00821-4,2024-08-03,2024-08-10,2024-08-10,PLT-BLO-002,Petunia mix,Färdiga plantor,Vår,1,59.0,250,,KUND-12184,"Fröerna grodde på under en vecka, fantastiskt!",2024-08-31,5
GG-2024-00822,GG-2024-00822-1,2024-08-20,,2024-08-22,PLT-BLO-002,Petunia mix,Färdiga plantor,Vår,1,59.0,250,Zon 1,KUND-10866,,,
GG-2024-00822,GG-2024-00822-2,2024-08-20,2024-08-22,2024-08-22,FRO-SAL-001,Sallatsfrön mix,Frön,,4,39.0,8,Zon 1,KUND-10866,"Fröerna hade utgånget datum, grodde inte alls.",2024-09-16,2
GG-2024-00822,GG-2024-00822-3,2024-08-20,2024-08-22,2024-08-22,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,1,69.0,400,Zon 1,KUND-10866,"Helt oacceptabelt, produkterna var förstörda.",2024-09-20,2
GG-2024-00823,GG-2024-00823-1,2024-08-10,2024-08-14,2024-08-14,FRO-TOM-001,Tomatfrön 'Tiny Tim',Frön,Tidig vår,1,49.0,5,Zon 3,KUND-13843,Priset är högt för vad man får.,2024-09-03,3
GG-2024-00823,GG-2024-00823-2,2024-08-10,2024-08-14,2024-08-14,JOR-NAR-001,Flytande näring 1L,Jord & näring,Alla,5 st,99.0,1100,Zon 3,KUND-13843,,,
GG-2024-00824,GG-2024-00824-1,2024-08-07,09/08/2024,2024-08-09,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,3,45.0,10,Zon 1,KUND-10620,Kommer definitivt beställa igen nästa säsong.,2024-08-25,5
GG-2024-00825,GG-2024-00825-1,2024-08-24,2024-08-27,2024-08-27,JOR-NAR-001,Flytande näring 1L,Jord & näring,Alla,1,99.0,1100,Zon 1,KUND-12824,"Jorden luktar fräscht och bra, plantorna älskar den.",2024-09-10,4
GG-2024-00826,GG-2024-00826-1,2024-08-03,2024-08-08,2024-08-15,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,"""1""",45.0,10,Zon 3,KUND-13523,"Det gick an, inte mer inte mindre.",2024-08-26,3
GG-2024-00826,GG-2024-00826-2,2024-08-03,2024-08-08,2024-08-15,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,3,55.0,5,Zon 3,KUND-13523,,,
GG-2024-00826,GG-2024-00826-3,2024-08-03,2024-08-08,2024-08-15,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,2,149.0,400,Zon 3,KUND-13523,,,
GG-2024-00826,GG-2024-00826-4,2024-08-03,2024-08-08,2024-08-15,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,2,55.0,5,,KUND-13523,,,
GG-2024-00827,GG-2024-00827-1,2024-08-11,2024-08-14,2024-08-14,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,2,69.0,400,Zon 2,KUND-14006,,,
GG-2024-00827,GG-2024-00827-2,2024-08-11,2024-08-14,2024-08-14,PLT-INO-001,Monstera deliciosa,Inomhusväxter,Alla,1,299.0,2000,Zon 2,KUND-14006,,,
GG-2024-00827,GG-2024-00827-3,2024-08-11,2024-08-14,2024-08-14,PLT-INO-002,Fredskalla,Inomhusväxter,Alla,1,0,800,Zon 2,KUND-14006,Perfekt för balkongen. Pelargonerna blommar redan.,2024-09-13,5
GG-2024-00828,GG-2024-00828-1,2024-08-13,2024-08-16,2024-08-16,PLT-INO-001,Monstera deliciosa,Inomhusväxter,Alla,5,299.0,2000,Zon 2,KUND-11395,,,
GG-2024-00829,GG-2024-00829-1,2024-08-14,2024-08-19,2024-08-19,JOR-NAR-001,Gödsel flytande,Jord & näring,Alla,1,99.0,1100,Zon 4,KUND-13745,"Helt okej, men hittade billigare i lokal butik.",2024-09-06,3
GG-2024-00829,GG-2024-00829-2,2024-08-14,2024-08-19,2024-08-19,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,1,69.0,400,Zon 4,KUND-13745,,,
GG-2024-00829,GG-2024-00829-3,2024-08-14,2024-08-19,2024-08-19,JOR-NAR-001,Flytande näring 1L,Jord & näring,Alla,1,99.0,1100,Zon 4,KUND-13745,,,
GG-2024-00830,GG-2024-00830-1,2024-08-16,2024-08-21,2024-08-21,JOR-NAR-001,Flytande näring 1L,Jord & näring,Alla,1,99.0,1100,Södra Sverige,KUND-11906,,,
GG-2024-00830,GG-2024-00830-2,2024-08-16,2024-08-21,2024-08-21,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,1,45.0,10,Zon 3,KUND-11906,Jättebra service och produkter av hög kvalitet.,2024-09-03,5
GG-2024-00831,GG-2024-00831-1,2024-08-16,2024-08-21,2024-08-21,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,1,45.0,10,,KUND-11330,,,
GG-2024-00831,GG-2024-00831-2,2024-08-16,2024-08-21,2024-08-21,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,1,45.0,10,Zon 4,KUND-11330,,,
GG-2024-00832,GG-2024-00832-1,2024-08-10,2024-08-13,2024-08-13,PLT-INO-002,Fredskalla,Inomhusväxter,Alla,1,149.0,800,Zon 2,KUND-14338,"Tomaterna växer som aldrig förr, tack!",2024-08-26,5
GG-2024-00832,GG-2024-00832-2,2024-08-10,2024-08-13,2024-08-13,PLT-INO-002,Fredskalla,Inomhusväxter,Alla,1,149.0,800,Zon 2,KUND-14338,,,
GG-2024-00833,GG-2024-00833-1,2024-08-26,2024-08-29,2024-08-29,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,2,59.0,15,Mellansverige,KUND-14728,,,
GG-2024-00834,GG-2024-00834-1,2024-08-20,2024-08-23,2024-08-23,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,1,69.0,400,Zon 1,KUND-11266,"Fungerade någorlunda, inte imponerad.",2024-09-10,3
GG-2024-00834,GG-2024-00834-2,2024-08-20,2024-08-23,"August 23, 2024",PLT-BLO-002,Petunia mix,Färdiga plantor,Vår,1,59.0,250,Zon 1,KUND-11266,,,
GG-2024-00834,GG-2024-00834-3,2024-08-20,2024-08-23,2024-08-23,JOR-NAR-001,Flytande näring 1L,Jord & näring,Alla,2,99.0,1100,Zon 1,KUND-11266,,,
GG-2024-00835,GG-2024-00835-1,2024-08-13,2024-08-19,19 augusti 2024,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,3,149.0,400,Zon 4,KUND-14038,Perfekt för balkongen. Pelargonerna blommar redan.,2024-09-17,5
GG-2024-00835,GG-2024-00835-2,2024-08-13,2024-08-19,2024-08-19,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,1,69.0,400,Zon 4,KUND-14038,,,
GG-2024-00835,GG-2024-00835-3,2024-08-13,,2024-08-19,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,2,89.0,12500,,KUND-14038,,,
GG-2024-00836,GG-2024-00836-1,2024-08-20,2024-08-27,2024-08-16,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,2,55.0,5,Zon 4,KUND-12573,"Proffsigt packade, inget var skadat.",2024-08-31,4
GG-2024-00837,GG-2024-00837-1,2024-08-08,2024-08-13,2024-08-13,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,1,89.0,12500,Zon 4,KUND-12313,,,
GG-2024-00837,GG-2024-00837-2,2024-08-08,2024-08-13,2024-08-13,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,1,69.0,400,Zon 4,KUND-12313,"Fungerade någorlunda, inte imponerad.",2024-08-27,3
GG-2024-00838,GG-2024-00838-1,2024-08-21,2024-08-25,2024-08-25,PLT-BLO-002,Petunia mix,Färdiga plantor,Vår,4,59.0,250,Zon 2,KUND-13659,,,
GG-2024-00839,GG-2024-00839-1,2024-08-15,2024-08-18,2024-08-18,PLT-BLO-002,Petunia mix,Färdiga plantor,Vår,1,59.0,250,Z1,KUND-13681,"Gullrankan är så vacker, perfekt hängväxt.",2024-08-31,5
GG-2024-00839,GG-2024-00839-2,2024-08-15,2024-08-18,2024-08-18,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,2,149.0,400,Zon 1,KUND-13681,Bästa fröerna jag testat. Hög grobarhet.,2024-09-03,5
GG-2024-00840,GG-2024-00840-1,2024-08-25,2024-08-27,2024-08-27,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,2,69.0,400,Zon 1,KUND-10143,,,
GG-2024-00841,GG-2024-00841-1,2024-08-05,2024-08-07,2024-08-04,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,1,149.0,400,Zon 1,KUND-10556,"Varken bra eller dåligt, gör jobbet.",2024-08-26,3
GG-2024-00841,GG-2024-00841-2,2024-08-05,2024-08-07,2024-08-11,PLT-INO-001,Monstera deliciosa,Inomhusväxter,Alla,1,299.0,2000 gram,Zon 1,KUND-10556,"Fungerar, men hade förväntat mig större plantor.",2024-09-08,3
GG-2024-00842,GG-2024-00842-1,2024-08-27,2024-08-30,2024-08-30,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,2,69.0,400,Zon 1,KUND-10732,,,
GG-2024-00843,GG-2024-00843-1,2024-08-23,2024-08-25,2024-08-25,JOR-NAR-001,Flytande näring 1L,Jord & näring,Alla,4,99.0,1100,Zon 1,KUND-12977,"Produkten var ok, servicen kunde varit bättre.",2024-09-07,3
GG-2024-00844,GG-2024-00844-1,2024-08-01,2024-08-04,2024-08-04,FRO-SAL-001,Sallatsfrön mix,Frön,Spring,1,39.0,8,Zon 2,KUND-13242,Överraskad över hur snabbt leveransen kom!,2024-08-13,4
GG-2024-00845,GG-2024-00845-1,2024-08-12,2024-08-17,2024-08-17,FRO-BLO-001,Sommarblommor mix,Frön,Vår,1,69.0,20,Zon 3,KUND-10058,"Plantorna var i perfekt skick, rekommenderas varmt.",2024-09-09,5
GG-2024-00845,GG-2024-00845-2,2024-08-12,2024-08-17,2024-08-07,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,1,89.0,12500,Zon 3,KUND-10058,,,
GG-2024-00846,GG-2024-00846-1,2024-08-27,2024-08-30,2024-08-23,VER-VAN-001,Vattenkanna,Verktyg & tillbehör,Alla,"""1""",179.0,600,Zon 1,KUND-11309,"Proffsigt packade, inget var skadat.",2024-09-21,5
GG-2024-00846,GG-2024-00846-2,2024-08-27,2024-08-30,2024-08-30,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,1,45.0,10,Zon 1,KUND-11309,,,
GG-2024-00847,GG-2024-00847-1,2024-08-02,2024-08-05,2024-08-05,FRO-TOM-002,TOMATFRÖN BIFF,Frön,tidig vår,2,55 kr,5,Zon 2,KUND-13855,Jättebra service och produkter av hög kvalitet.,2024-08-30,5
GG-2024-00848,GG-2024-00848-1,2024-08-21,2024-08-26,2024-08-26,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,1,69.0,400,Zon 3,KUND-11960,,,
GG-2024-00848,GG-2024-00848-2,2024-08-21,2024-08-26,2024-08-26,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,tre,89.0,12500,Zon 3,KUND-11960,"Det gick an, inte mer inte mindre.",2024-09-21,3
GG-2024-00849,GG-2024-00849-1,2024-08-20,2024-08-26,2024-08-26,VER-VAN-001,Vattenkanna 10L,Verktyg & tillbehör,Alla,3,179.0,600,,KUND-13201,,,
GG-2024-00849,GG-2024-00849-2,2024-08-20,2024-08-26,2024-08-26,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,3,45:-,10,Zon 4,KUND-13201,,,
GG-2024-00849,GG-2024-00849-3,2024-08-20,2024-08-26,2024-08-26,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,1,89.0,12500,Zon 4,KUND-13201,,,
GG-2024-00849,GG-2024-00849-4,2024-08-20,2024-08-26,2024-08-26,PLT-BLO-002,Petunia mix,Färdiga plantor,Vår,3,59.0,250,,KUND-13201,,,
GG-2024-00850,GG-2024-00850-1,2024-08-15,2024/08/18,2024-08-22,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,2,89.0,12500,Zon 2,KUND-12485,Förpackningen var helt krossad vid leverans.,2024-09-02,1
GG-2024-00850,GG-2024-00850-2,2024-08-15,2024-08-18,2024-08-22,PLT-INO-001,Monstera deliciosa,Inomhusväxter,Alla,2,299.0,2000,Zon 2,KUND-12485,,,
GG-2024-00851,GG-2024-00851-1,2024-08-15,2024-08-23,2024-08-30,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,4,39.0,8,Zon 5,KUND-11997,"Gullrankan är så vacker, perfekt hängväxt.",2024-09-29,5
GG-2024-00851,GG-2024-00851-2,2024-08-15,,2024-08-30,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,1,59.0,15,Zon 5,KUND-11997,"Medelmåttigt, förpackningen var lite skadad.",2024-09-02,3
GG-2024-00851,GG-2024-00851-3,2024-08-15,2024-08-23,2024-08-30,PLT-INO-002,Fredskalla,Inomhusväxter,Alla,1,149.0,800,Zon 5,KUND-11997,"Jorden var full av små insekter, äckligt.",2024-09-24,1
GG-2024-00851,GG-2024-00851-4,2024-08-15,2024-08-23,2024-08-30,PLT-BLO-002,Petunia mix,Färdiga plantor,Vår,1,59.0,250,Zon 5,KUND-11997,,,
GG-2024-00852,GG-2024-00852-1,2024-08-14,2024-08-19,2024-08-19,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,2,69.0,400,Zon 4,KUND-13592,,,
GG-2024-00852,GG-2024-00852-2,2024-08-14,2024-08-19,2024-08-19,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,3,"59,00",15,Zon 4,KUND-13592,,,
GG-2024-00853,GG-2024-00853-1,2024-08-01,2024-08-05,2024-08-05,PLT-INO-002,Fredskalla,Inomhusväxter,Alla,3,149.0,800,Zon 3,KUND-11259,"Så fina krukor, precis som på bilden.",2024-09-04,5
GG-2024-00853,GG-2024-00853-2,2024-08-01,2024-08-05,2024-08-05,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,1 st,45.0,10,Zon 3,KUND-11259,"Medelmåttigt, förpackningen var lite skadad.",2024-08-19,3
GG-2024-00853,GG-2024-00853-3,2024-08-01,2024-08-05,2024-08-05,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,3,55.0,5,Zon 3,KUND-11259,,,
GG-2024-00853,GG-2024-00853-4,2024-08-01,2024-08-05,2024-08-05,PLT-INO-001,Monstera deliciosa,Inomhusväxter,Alla,2,299.0,2000,Zon 3,KUND-11259,Perfekt för balkongen. Pelargonerna blommar redan.,2024-08-19,5
GG-2024-00853,GG-2024-00853-5,2024-08-01,2024-08-05,2024-08-05,FRO-SAL-001,Sallat mix,Frön,Vår,1,39.0,8,zon 3,KUND-11259,"Väntade i 12 dagar, plantorna överlevde inte.",2024-08-28,1
GG-2024-00854,GG-2024-00854-1,2024-08-25,2024-08-28,2024-08-28,PLT-INO-001,Monstera deliciosa,Inomhusväxter,Alla,1,299.0,2000,Zon 1,KUND-12846,"Gullrankan är så vacker, perfekt hängväxt.",2024-09-11,5
GG-2024-00854,GG-2024-00854-2,2024-08-25,2024-08-28,2024-08-28,PLT-INO-001,Monstera deliciosa,Inomhusväxter,Alla,1,299.0,2000,Zon 1,KUND-12846,,,
